,Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country,tv_or_film
19217,User 3,2013-12-24 17:39:13,00:39:16,,The Vampire Diaries: Season 2: The Descent (Episode 12),,Mac,00:41:52,00:41:52,GB (United Kingdom),tv
19218,User 3,2013-12-24 17:34:39,00:04:06,,The Vampire Diaries: Season 2: The Sacrifice (Episode 10),,Mac,00:19:47,00:19:47,GB (United Kingdom),tv
19219,User 3,2013-12-24 17:33:18,00:00:36,,The Vampire Diaries: Season 2: The Sacrifice (Episode 10),,Mac,00:15:43,Not latest view,GB (United Kingdom),tv
19220,User 3,2013-12-24 16:49:15,00:15:09,,The Vampire Diaries: Season 2: The Sacrifice (Episode 10),,Mac,00:15:09,Not latest view,GB (United Kingdom),tv
19221,User 3,2013-12-24 15:56:05,00:39:23,,The Vampire Diaries: Season 2: Katerina (Episode 9),,Mac,00:41:54,00:41:54,GB (United Kingdom),tv
19222,User 3,2013-12-24 13:18:33,00:39:52,,The Vampire Diaries: Season 2: Rose (Episode 8),,Mac,00:39:58,00:39:58,GB (United Kingdom),tv
19223,User 3,2013-12-24 13:08:13,00:09:50,,The Vampire Diaries: Season 2: Masquerade (Episode 7),,Mac,00:41:40,00:41:40,GB (United Kingdom),tv
19224,User 3,2013-12-24 12:33:09,00:31:50,,The Vampire Diaries: Season 2: Masquerade (Episode 7),,Mac,00:31:52,Not latest view,GB (United Kingdom),tv
19225,User 3,2013-12-24 11:52:12,00:39:20,,The Vampire Diaries: Season 2: Plan B (Episode 6),,Mac,00:41:35,00:41:35,GB (United Kingdom),tv
19226,User 3,2013-12-24 11:13:15,00:34:41,,The Vampire Diaries: Season 2: Kill or Be Killed (Episode 5),,Mac,00:41:09,00:41:09,GB (United Kingdom),tv
19227,User 3,2013-12-23 23:26:50,00:06:33,,The Vampire Diaries: Season 2: Memory Lane (Episode 4),,Mac,00:39:59,00:39:59,GB (United Kingdom),tv
19228,User 3,2013-12-23 21:41:13,00:08:15,,The Vampire Diaries: Season 2: Memory Lane (Episode 4),,Mac,00:33:29,Not latest view,GB (United Kingdom),tv
19229,User 3,2013-12-23 21:33:29,00:06:52,,The Vampire Diaries: Season 2: Memory Lane (Episode 4),,Mac,00:25:17,Not latest view,GB (United Kingdom),tv
19230,User 3,2013-12-23 21:25:34,00:04:04,,The Vampire Diaries: Season 2: Memory Lane (Episode 4),,Mac,00:18:28,Not latest view,GB (United Kingdom),tv
19231,User 3,2013-12-23 21:09:28,00:12:08,,The Vampire Diaries: Season 2: Memory Lane (Episode 4),,Mac,00:14:27,Not latest view,GB (United Kingdom),tv
19232,User 3,2013-12-23 20:29:27,00:27:44,,The Vampire Diaries: Season 2: Bad Moon Rising (Episode 3),,Mac,00:41:19,00:41:19,GB (United Kingdom),tv
19233,User 3,2013-12-23 20:16:57,00:10:20,,The Vampire Diaries: Season 2: Bad Moon Rising (Episode 3),,Mac,00:12:44,Not latest view,GB (United Kingdom),tv
19234,User 3,2013-12-23 19:35:18,00:40:39,,The Vampire Diaries: Season 2: Brave New World (Episode 2),,Mac,00:41:49,00:41:49,GB (United Kingdom),tv
19235,User 3,2013-12-23 18:44:03,00:31:22,,The Vampire Diaries: Season 2: The Return (Episode 1),,Mac,00:41:09,00:41:09,GB (United Kingdom),tv
19236,User 3,2013-12-23 18:33:25,00:07:53,,The Vampire Diaries: Season 2: The Return (Episode 1),,Mac,00:09:47,Not latest view,GB (United Kingdom),tv
19237,User 3,2013-12-23 18:17:03,00:12:18,,The Vampire Diaries: Season 1: Founder's Day (Episode 22),,Mac,00:41:21,00:41:21,GB (United Kingdom),tv
19238,User 3,2013-12-23 17:46:55,00:29:03,,The Vampire Diaries: Season 1: Founder's Day (Episode 22),,Mac,00:29:05,Not latest view,GB (United Kingdom),tv
19239,User 3,2013-12-23 17:37:58,00:08:29,,The Vampire Diaries: Season 1: Isobel (Episode 21),,Mac,00:41:54,00:41:54,GB (United Kingdom),tv
19240,User 3,2013-12-23 17:23:31,00:10:03,,The Vampire Diaries: Season 1: Isobel (Episode 21),,Mac,00:33:29,Not latest view,GB (United Kingdom),tv
19241,User 3,2013-12-23 16:40:57,00:23:24,,The Vampire Diaries: Season 1: Isobel (Episode 21),,Mac,00:23:27,Not latest view,GB (United Kingdom),tv
19242,User 3,2013-12-23 15:45:11,00:40:04,,The Vampire Diaries: Season 1: Blood Brothers (Episode 20),,Mac,00:41:55,00:41:55,GB (United Kingdom),tv
19243,User 3,2013-12-23 15:21:00,00:00:32,,The Vampire Diaries: Season 1: Blood Brothers (Episode 20),,Mac,00:00:31,Not latest view,GB (United Kingdom),tv
19244,User 3,2013-12-23 15:06:24,00:12:41,,The Vampire Diaries: Season 1: Miss Mystic Falls (Episode 19),,Mac,00:41:39,00:41:39,GB (United Kingdom),tv
19245,User 3,2013-12-23 14:45:11,00:19:12,,The Vampire Diaries: Season 1: Miss Mystic Falls (Episode 19),,Mac,00:29:01,Not latest view,GB (United Kingdom),tv
19246,User 3,2013-12-23 14:34:47,00:09:09,,The Vampire Diaries: Season 1: Miss Mystic Falls (Episode 19),,Mac,00:09:51,Not latest view,GB (United Kingdom),tv
19247,User 3,2013-12-23 10:22:47,00:41:42,,The Vampire Diaries: Season 1: Under Control (Episode 18),,Mac,00:41:45,00:41:45,GB (United Kingdom),tv
19248,User 3,2013-12-23 10:06:13,00:16:22,,The Vampire Diaries: Season 1: Let the Right One In (Episode 17),,Mac,00:41:39,00:41:39,GB (United Kingdom),tv
19249,User 3,2013-12-23 09:37:15,00:25:20,,The Vampire Diaries: Season 1: Let the Right One In (Episode 17),,Mac,00:25:20,Not latest view,GB (United Kingdom),tv
19250,User 3,2013-12-23 09:28:55,00:07:51,,The Vampire Diaries: Season 1: There Goes the Neighborhood (Episode 16),,Mac,00:40:40,00:40:40,GB (United Kingdom),tv
19251,User 3,2013-12-22 22:31:00,00:06:03,,The Vampire Diaries: Season 1: There Goes the Neighborhood (Episode 16),,Mac,00:32:53,Not latest view,GB (United Kingdom),tv
19252,User 3,2013-12-22 22:00:02,00:26:16,,The Vampire Diaries: Season 1: There Goes the Neighborhood (Episode 16),,Mac,00:26:52,Not latest view,GB (United Kingdom),tv
19253,User 3,2013-12-22 19:29:21,00:19:36,,The Vampire Diaries: Season 1: A Few Good Men (Episode 15),,Mac,00:41:43,00:41:43,GB (United Kingdom),tv
19254,User 3,2013-12-22 18:56:49,00:21:38,,The Vampire Diaries: Season 1: A Few Good Men (Episode 15),,Mac,00:22:08,Not latest view,GB (United Kingdom),tv
19255,User 3,2013-12-22 18:55:47,00:00:06,,The Vampire Diaries: Season 4: Memorial (Episode 2),,Mac,00:00:05,00:00:05,GB (United Kingdom),tv
19259,User 3,2013-12-21 21:15:58,00:00:23,,The Vampire Diaries: Season 4: Growing Pains (Episode 1),,Mac,00:38:45,00:38:45,GB (United Kingdom),tv
19262,User 3,2013-12-21 19:31:23,00:40:34,,The Vampire Diaries: Season 1: Fool Me Once (Episode 14),,Mac,00:41:05,00:41:05,GB (United Kingdom),tv
19263,User 3,2013-12-21 19:17:22,00:13:16,,The Vampire Diaries: Season 1: Children of the Damned (Episode 13),,Mac,00:16:49,00:16:49,GB (United Kingdom),tv
19264,User 3,2013-12-21 19:09:11,00:07:26,,The Vampire Diaries: Season 1: Unpleasantville (Episode 12),,Mac,00:41:25,00:41:25,GB (United Kingdom),tv
19265,User 3,2013-12-21 17:42:48,00:19:43,,The Vampire Diaries: Season 1: Unpleasantville (Episode 12),,Mac,00:34:02,Not latest view,GB (United Kingdom),tv
19266,User 3,2013-12-21 17:12:47,00:13:23,,The Vampire Diaries: Season 1: Unpleasantville (Episode 12),,Mac,00:14:20,Not latest view,GB (United Kingdom),tv
19267,User 3,2013-12-21 17:09:28,00:00:33,,"Gossip Girl: Season 5: Crazy, Cupid, Love (Episode 15)",,Mac,00:00:33,Not latest view,GB (United Kingdom),tv
19268,User 3,2013-12-21 17:06:54,00:02:05,,Gossip Girl: Season 1: Pilot (Episode 1),,Mac,00:02:04,Not latest view,GB (United Kingdom),tv
19269,User 3,2013-12-21 17:04:30,00:02:09,,Secret Diary of a Call Girl: Season 1: Episode 1,,Mac,00:02:09,00:02:09,GB (United Kingdom),tv
19270,User 3,2013-12-21 16:19:52,00:40:56,,The Vampire Diaries: Season 1: Bloodlines (Episode 11),,Mac,00:41:43,00:41:43,GB (United Kingdom),tv
19271,User 3,2013-12-21 15:21:36,00:40:14,,The Vampire Diaries: Season 1: The Turning Point (Episode 10),,Mac,00:39:33,00:39:33,GB (United Kingdom),tv
19272,User 3,2013-12-21 14:39:49,00:39:04,,The Vampire Diaries: Season 1: History Repeating (Episode 9),,Mac,00:39:50,00:39:50,GB (United Kingdom),tv
19273,User 3,2013-12-21 14:28:04,00:11:42,,The Vampire Diaries: Season 1: 162 Candles (Episode 8),,Mac,00:41:52,00:41:52,GB (United Kingdom),tv
19274,User 3,2013-12-21 14:13:12,00:01:48,,The Vampire Diaries: Season 1: 162 Candles (Episode 8),,Mac,00:30:13,Not latest view,GB (United Kingdom),tv
19275,User 3,2013-12-21 13:25:01,00:27:35,,The Vampire Diaries: Season 1: 162 Candles (Episode 8),,Mac,00:28:29,Not latest view,GB (United Kingdom),tv
19276,User 3,2013-12-21 12:18:17,00:41:28,,The Vampire Diaries: Season 1: Haunted (Episode 7),,Mac,00:41:06,00:41:06,GB (United Kingdom),tv
19277,User 3,2013-12-21 11:54:49,00:15:59,,The Vampire Diaries: Season 1: Lost Girls (Episode 6),,Mac,00:41:41,00:41:41,GB (United Kingdom),tv
19278,User 3,2013-12-21 11:50:35,00:00:05,,The Vampire Diaries: Season 1: The Night of the Comet (Episode 2),,Mac,00:00:04,00:00:04,US (United States),tv
19279,User 3,2013-12-21 11:43:08,00:04:38,,The Vampire Diaries: Season 1: Lost Girls (Episode 6),,Mac,00:26:35,Not latest view,GB (United Kingdom),tv
19280,User 3,2013-12-21 11:36:31,00:04:45,,The Vampire Diaries: Season 1: Lost Girls (Episode 6),,Mac,00:21:58,Not latest view,GB (United Kingdom),tv
19281,User 3,2013-12-20 23:46:09,00:14:47,,The Vampire Diaries: Season 1: Lost Girls (Episode 6),,Mac,00:17:16,Not latest view,GB (United Kingdom),tv
19282,User 3,2013-12-20 22:46:49,00:38:17,,The Vampire Diaries: Season 1: You're Undead to Me (Episode 5),,Mac,00:41:28,00:41:28,GB (United Kingdom),tv
19283,User 3,2013-12-20 22:27:23,00:15:32,,The Vampire Diaries: Season 1: Family Ties (Episode 4),,Mac,00:41:54,00:41:54,GB (United Kingdom),tv
19284,User 3,2013-12-20 21:59:00,00:26:25,,The Vampire Diaries: Season 1: Family Ties (Episode 4),,Mac,00:26:25,Not latest view,GB (United Kingdom),tv
19285,User 3,2013-12-20 21:15:43,00:40:53,,The Vampire Diaries: Season 1: Friday Night Bites (Episode 3),,Mac,00:41:56,00:41:56,GB (United Kingdom),tv
19286,User 3,2013-12-20 21:12:41,00:00:29,,The Vampire Diaries: Season 1: Friday Night Bites (Episode 3),,Mac,00:01:07,Not latest view,GB (United Kingdom),tv
19287,User 3,2013-12-20 20:25:47,00:41:20,,The Vampire Diaries: Season 1: The Night of the Comet (Episode 2),,Mac,00:41:38,Not latest view,GB (United Kingdom),tv
19288,User 3,2013-12-20 15:53:59,00:41:44,,The Vampire Diaries: Season 1: Pilot (Episode 1),,Mac,00:41:46,00:41:46,US (United States),tv
19289,User 3,2013-12-20 15:53:36,00:00:01,,The Vampire Diaries: Season 1: Pilot (Episode 1),,Mac,00:00:00,Not latest view,US (United States),tv
19292,User 3,2013-12-15 18:14:00,00:00:02,,Orange Is the New Black: Season 1: I Wasn't Ready (Episode 1),,Mac,00:00:01,Not latest view,GB (United Kingdom),tv
19297,User 4,2022-02-16 17:48:28,00:28:36,,"Inventing Anna: Limited Series: Two Birds, One Throne (Episode 3)",,Safari MAC (Cadmium),00:28:56,00:28:56,GB (United Kingdom),tv
19298,User 4,2022-02-16 16:33:50,01:00:50,,Inventing Anna: Limited Series: The Devil Wore Anna (Episode 2),,Safari MAC (Cadmium),01:05:24,01:05:24,GB (United Kingdom),tv
19299,User 4,2022-02-16 16:04:30,00:29:18,,Inventing Anna: Limited Series: Life of a VIP (Episode 1),,Safari MAC (Cadmium),01:01:40,01:01:40,GB (United Kingdom),tv
19300,User 4,2022-02-14 20:57:48,00:32:23,,Inventing Anna: Limited Series: Life of a VIP (Episode 1),,Safari MAC (Cadmium),00:32:23,Not latest view,GB (United Kingdom),tv
19302,User 4,2022-02-04 19:03:05,00:15:07,,Feel Good: Season 1 (Channel 4): Episode 5,,Safari MAC (Cadmium),00:15:07,00:15:07,GB (United Kingdom),tv
19303,User 4,2022-02-04 18:36:40,00:21:37,,Feel Good: Season 1 (Channel 4): Episode 4,,Safari MAC (Cadmium),00:23:02,00:23:02,GB (United Kingdom),tv
19304,User 4,2022-02-04 18:21:14,00:14:59,,Feel Good: Season 1 (Channel 4): Episode 3,,Safari MAC (Cadmium),00:23:35,00:23:35,GB (United Kingdom),tv
19305,User 4,2022-02-04 18:12:57,00:07:43,,Feel Good: Season 1 (Channel 4): Episode 2,,Safari MAC (Cadmium),00:23:11,00:23:11,GB (United Kingdom),tv
19306,User 4,2022-02-04 17:50:37,00:22:12,,Feel Good: Season 1 (Channel 4): Episode 1,,Safari MAC (Cadmium),00:24:22,00:24:22,GB (United Kingdom),tv
19307,User 4,2022-02-04 17:50:11,00:00:09,,Snowpiercer: Season 3: The Tortoise and the Hare (Episode 1),,Safari MAC (Cadmium),00:18:48,00:18:48,GB (United Kingdom),tv
19308,User 4,2022-02-02 21:32:33,00:18:51,,The Big Bang Theory: Season 1: The Peanut Reaction (Episode 16),,Safari MAC (Cadmium),00:19:17,00:19:17,GB (United Kingdom),tv
19309,User 4,2022-02-02 21:11:04,00:20:08,,The Big Bang Theory: Season 1: The Pork Chop Indeterminacy (Episode 15),,Safari MAC (Cadmium),00:21:25,00:21:25,GB (United Kingdom),tv
19310,User 4,2022-02-02 21:06:45,00:04:08,,Turning Point: 9/11 and the War on Terror: Season 1: A Place of Danger (Episode 2),,Safari MAC (Cadmium),00:04:08,00:04:08,GB (United Kingdom),tv
19311,User 4,2022-02-02 21:04:03,00:01:53,,Homeland: Season 3: Uh... Oh... Ah... (Episode 2),,Safari MAC (Cadmium),00:16:48,00:16:48,GB (United Kingdom),tv
19312,User 4,2022-02-02 21:03:24,00:00:07,Autoplayed: user action: None; ,Season 2 Moment of High Emotion Clip: Cheer,HOOK,Safari MAC (Cadmium),00:00:07,00:00:07,GB (United Kingdom),tv
19314,User 4,2022-01-31 21:24:53,00:09:04,,"Your Home, Made Perfect: Season 2: Gemini & James (Episode 6)",,Safari MAC (Cadmium),00:46:30,00:46:30,GB (United Kingdom),tv
19315,User 4,2022-01-31 21:24:44,00:00:06,,"Your Home, Made Perfect: Season 2: Jeremy & Paula (Episode 3)",,Safari MAC (Cadmium),00:00:06,00:00:06,GB (United Kingdom),tv
19316,User 4,2022-01-31 21:23:21,00:01:11,Autoplayed: user action: None; ,Season 1 Trailer: Getting Curious with Jonathan Van Ness,TRAILER,Safari MAC (Cadmium),00:01:11,00:01:11,GB (United Kingdom),tv
19317,User 4,2022-01-31 20:41:58,00:35:01,,In From the Cold: Season 1: What Is Burning? (Episode 1),,Safari MAC (Cadmium),00:37:08,00:37:08,GB (United Kingdom),tv
19318,User 4,2022-01-31 20:41:44,00:00:11,Autoplayed: user action: None; ,Season 1 Trailer: In From the Cold,TRAILER,Safari MAC (Cadmium),00:00:11,00:00:11,GB (United Kingdom),tv
19320,User 4,2022-01-30 21:52:59,00:01:01,,The Big Bang Theory: Season 1: The Pork Chop Indeterminacy (Episode 15),,Safari MAC (Cadmium),00:01:01,Not latest view,GB (United Kingdom),tv
19321,User 4,2022-01-30 21:40:57,00:01:37,Autoplayed: user action: None; ,Season 1 Trailer: I Am Georgina,TRAILER,Safari MAC (Cadmium),00:00:00,00:00:00,GB (United Kingdom),tv
19322,User 4,2022-01-30 21:26:32,00:19:34,,The Big Bang Theory: Season 1: The Nerdvana Annihilation (Episode 14),,Safari MAC (Cadmium),00:19:34,00:19:34,GB (United Kingdom),tv
19323,User 4,2022-01-30 21:23:35,00:02:56,,The Big Bang Theory: Season 1: The Bat Jar Conjecture (Episode 13),,Safari MAC (Cadmium),00:21:21,00:21:21,GB (United Kingdom),tv
19324,User 4,2022-01-30 16:42:31,00:00:42,,24 Hours in A&E: Season 15: The Cards We're Dealt (Episode 3),,Safari MAC (Cadmium),00:00:42,00:00:42,GB (United Kingdom),tv
19325,User 4,2022-01-30 16:42:11,00:00:17,,24 Hours in A&E: Season 6: Emergency Landing (Episode 15),,Safari MAC (Cadmium),00:04:01,00:04:01,GB (United Kingdom),tv
19326,User 4,2022-01-30 16:41:51,00:00:11,Autoplayed: user action: None; ,"Three Wives, One Husband: Season 1_hook_primary_16x9",HOOK,Safari MAC (Cadmium),00:00:11,00:00:11,GB (United Kingdom),tv
19327,User 4,2022-01-30 15:06:21,00:00:07,Autoplayed: user action: None; ,Season 1 Supporting Character Clip: The Woman in the House Across the Street from the Girl in the Window,HOOK,Safari MAC (Cadmium),00:00:07,00:00:07,GB (United Kingdom),tv
19330,User 4,2022-01-29 23:34:46,00:00:47,,Snowpiercer: Season 3: The Tortoise and the Hare (Episode 1),,Safari MAC (Cadmium),00:18:40,Not latest view,GB (United Kingdom),tv
19331,User 4,2022-01-25 18:11:39,00:14:32,,Snowpiercer: Season 3: The Tortoise and the Hare (Episode 1),,Safari MAC (Cadmium),00:17:54,Not latest view,GB (United Kingdom),tv
19332,User 4,2022-01-25 18:11:28,00:00:07,,Snowpiercer: Season 2: Into the White (Episode 10),,Safari MAC (Cadmium),00:04:48,00:04:48,GB (United Kingdom),tv
19333,User 4,2022-01-24 21:46:47,00:04:34,,Snowpiercer: Season 2: Into the White (Episode 10),,Safari MAC (Cadmium),00:04:42,Not latest view,GB (United Kingdom),tv
19334,User 4,2022-01-20 21:49:40,00:00:22,Autoplayed: user action: None; ,The Bleeding Edge (Trailer),TRAILER,Safari MAC (Cadmium),00:00:22,00:00:22,GB (United Kingdom),tv
19335,User 4,2022-01-20 21:48:41,00:00:09,Autoplayed: user action: None; ,Night on Earth (Trailer),TRAILER,Safari MAC (Cadmium),00:00:09,00:00:09,GB (United Kingdom),tv
19336,User 4,2022-01-20 21:45:07,00:00:07,Autoplayed: user action: None; ,(Un)Well: Season 1: Essential Oils Episodic Hook,HOOK,Safari MAC (Cadmium),00:00:07,00:00:07,GB (United Kingdom),tv
19337,User 4,2022-01-20 21:44:29,00:00:07,Autoplayed: user action: None; ,The Bleeding Edge (Trailer),TRAILER,Safari MAC (Cadmium),00:00:07,Not latest view,GB (United Kingdom),tv
19338,User 4,2022-01-20 21:43:34,00:00:16,,Dirty Money: Season 2: The Man at the Top (Episode 2),,Safari MAC (Cadmium),00:00:16,00:00:16,GB (United Kingdom),tv
19339,User 4,2022-01-19 20:18:59,00:00:04,Autoplayed: user action: None; ,Season 3 Informative Clip: Too Hot to Handle,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,GB (United Kingdom),tv
19340,User 4,2022-01-19 20:05:35,00:00:07,Autoplayed: user action: None; ,Season 3 Genre Specific Moment Clip: Snowpiercer,HOOK,Safari MAC (Cadmium),00:00:07,00:00:07,GB (United Kingdom),tv
19341,User 4,2022-01-19 20:05:08,00:00:10,Autoplayed: user action: None; ,Dirty Money: Season 1_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:10,00:00:10,GB (United Kingdom),tv
19343,User 4,2022-01-17 20:25:02,00:16:12,,Cheer: Season 2: Daytona Pt. 2: If the Judges Disagree (Episode 9),,Safari MAC (Cadmium),00:52:03,00:52:03,GB (United Kingdom),tv
19344,User 4,2022-01-17 19:04:30,00:21:16,,Cheer: Season 2: Daytona Pt. 2: If the Judges Disagree (Episode 9),,Safari MAC (Cadmium),00:35:51,Not latest view,GB (United Kingdom),tv
19345,User 4,2022-01-17 18:34:01,00:26:49,,Cheer: Season 2: Daytona Pt. 1: Don't Be That Guy (Episode 8),,Safari MAC (Cadmium),00:38:39,00:38:39,GB (United Kingdom),tv
19346,User 4,2022-01-16 21:40:05,00:09:35,,The Big Bang Theory: Season 1: The Bat Jar Conjecture (Episode 13),,Safari MAC (Cadmium),00:18:26,Not latest view,GB (United Kingdom),tv
19347,User 4,2022-01-16 21:37:20,00:02:27,,Cheer: Season 2: Daytona Pt. 1: Don't Be That Guy (Episode 8),,Safari MAC (Cadmium),00:07:27,Not latest view,GB (United Kingdom),tv
19348,User 4,2022-01-16 21:37:19,00:02:27,,Cheer: Season 2: Daytona Pt. 1: Don't Be That Guy (Episode 8),,Safari MAC (Cadmium),00:07:27,Not latest view,GB (United Kingdom),tv
19349,User 4,2022-01-16 18:55:22,00:02:40,,Cheer: Season 2: Daytona Pt. 1: Don't Be That Guy (Episode 8),,Safari MAC (Cadmium),00:02:40,Not latest view,GB (United Kingdom),tv
19351,User 4,2022-01-16 18:52:28,00:00:09,Autoplayed: user action: None; ,Trailer: Athlete A,TRAILER,Safari MAC (Cadmium),00:00:09,00:00:09,GB (United Kingdom),tv
19353,User 4,2022-01-15 23:39:49,00:00:19,Autoplayed: user action: None; ,Ozark (Trailer),TRAILER,Safari MAC (Cadmium),00:00:19,00:00:19,GB (United Kingdom),tv
19354,User 4,2022-01-15 23:25:13,00:14:32,,Cheer: Season 2: Mining for Tenths (Episode 7),,Safari MAC (Cadmium),01:03:37,01:03:37,GB (United Kingdom),tv
19355,User 4,2022-01-15 17:35:38,00:48:59,,Cheer: Season 2: Mining for Tenths (Episode 7),,Safari MAC (Cadmium),00:49:05,Not latest view,GB (United Kingdom),tv
19356,User 4,2022-01-14 23:03:46,00:47:29,,Cheer: Season 2: Tumbling (Episode 6),,Safari MAC (Cadmium),00:55:16,00:55:16,GB (United Kingdom),tv
19357,User 4,2022-01-14 15:48:43,00:07:42,Autoplayed: user action: None; ,Cheer: Season 2: Tumbling (Episode 6),,Safari MAC (Cadmium),00:07:47,Not latest view,GB (United Kingdom),tv
19358,User 4,2022-01-14 14:31:23,00:48:37,,Cheer: Season 2: Jerry (Episode 5),,Safari MAC (Cadmium),00:48:43,00:48:43,GB (United Kingdom),tv
19359,User 4,2022-01-14 14:21:30,00:09:52,,Cheer: Season 2: Hell Week (Episode 4),,Safari MAC (Cadmium),00:48:59,00:48:59,GB (United Kingdom),tv
19360,User 4,2022-01-13 21:34:56,00:28:05,,Cheer: Season 2: Hell Week (Episode 4),,Safari MAC (Cadmium),00:39:08,Not latest view,GB (United Kingdom),tv
19361,User 4,2022-01-13 20:43:13,00:35:31,,Cheer: Season 2: Dracut Girl (Episode 3),,Safari MAC (Cadmium),00:49:44,00:49:44,GB (United Kingdom),tv
19362,User 4,2022-01-13 19:13:09,00:15:44,,Cheer: Season 2: Dracut Girl (Episode 3),,Safari MAC (Cadmium),00:15:44,Not latest view,GB (United Kingdom),tv
19363,User 4,2022-01-13 18:21:32,00:47:36,,Cheer: Season 2: Here's to We (Episode 2),,Safari MAC (Cadmium),00:48:27,00:48:27,GB (United Kingdom),tv
19364,User 4,2022-01-13 18:21:20,00:00:05,Autoplayed: user action: None; ,Season 1 High Context Clip: Hype House,HOOK,Safari MAC (Cadmium),00:00:05,00:00:05,GB (United Kingdom),tv
19365,User 4,2022-01-13 17:02:55,00:04:43,,Cheer: Season 2: Everybody Hopes (Episode 1),,Safari MAC (Cadmium),00:54:32,00:54:32,GB (United Kingdom),tv
19366,User 4,2022-01-12 22:23:38,00:49:15,,Cheer: Season 2: Everybody Hopes (Episode 1),,Safari MAC (Cadmium),00:49:49,Not latest view,GB (United Kingdom),tv
19367,User 4,2022-01-12 22:23:30,00:00:05,,"Cheer: Season 1: Blood, Sweat and Cheers (Episode 3)",,Safari MAC (Cadmium),00:00:05,00:00:05,GB (United Kingdom),tv
19368,User 4,2022-01-10 21:38:31,00:02:19,,The Big Bang Theory: Season 1: The Bat Jar Conjecture (Episode 13),,Safari MAC (Cadmium),00:08:51,Not latest view,GB (United Kingdom),tv
19369,User 4,2022-01-10 00:21:37,00:05:58,,The Big Bang Theory: Season 1: The Bat Jar Conjecture (Episode 13),,Safari MAC (Cadmium),00:06:32,Not latest view,GB (United Kingdom),tv
19370,User 4,2022-01-09 23:59:00,00:19:35,,The Big Bang Theory: Season 1: The Jerusalem Duality (Episode 12),,Safari MAC (Cadmium),00:19:39,00:19:39,GB (United Kingdom),tv
19371,User 4,2022-01-09 23:57:46,00:00:04,Autoplayed: user action: None; ,Season 6 Relatable Clip: Queer Eye,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,GB (United Kingdom),tv
19372,User 4,2022-01-03 20:45:10,00:00:08,Autoplayed: user action: None; ,24 Hours in A&E: Season 6_hook_04_16x9,HOOK,Safari MAC (Cadmium),00:00:08,00:00:08,GB (United Kingdom),tv
19373,User 4,2022-01-03 20:27:06,00:01:40,,24 Hours in A&E: Season 6: Emergency Landing (Episode 15),,Safari MAC (Cadmium),00:03:45,Not latest view,GB (United Kingdom),tv
19374,User 4,2022-01-03 20:26:54,00:00:09,,24 Hours in A&E: Season 7: Summer of Love (Episode 8),,Safari MAC (Cadmium),00:04:45,00:04:45,GB (United Kingdom),tv
19375,User 4,2022-01-02 16:10:24,00:00:17,Autoplayed: user action: None; ,Season 1 Trailer: Stay Close,TRAILER,Safari MAC (Cadmium),00:00:18,00:00:18,GB (United Kingdom),tv
19376,User 4,2022-01-02 15:51:47,00:00:05,Autoplayed: user action: None; ,Cheer: Season 1_VAR3-CONCRETE2_AGENCY1,TEASER_TRAILER,Safari MAC (Cadmium),00:00:05,00:00:05,GB (United Kingdom),tv
19377,User 4,2021-12-30 22:20:43,00:14:06,,"Your Home, Made Perfect: Season 2: Punam & Anuj (Episode 2)",,Safari MAC (Cadmium),00:55:30,00:55:30,GB (United Kingdom),tv
19378,User 4,2021-12-30 21:43:19,00:35:55,,"Your Home, Made Perfect: Season 2: Silvia & Julian (Episode 1)",,Safari MAC (Cadmium),00:57:28,00:57:28,GB (United Kingdom),tv
19379,User 4,2021-12-30 21:43:10,00:00:05,Autoplayed: user action: None; ,"Your Home, Made Perfect: Season 1_hook_01_16x9",HOOK,Safari MAC (Cadmium),00:00:05,00:00:05,GB (United Kingdom),tv
19380,User 4,2021-12-28 20:13:43,00:00:13,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Twentysomethings: Austin,HOOK,Safari MAC (Cadmium),00:00:13,00:00:13,GB (United Kingdom),tv
19381,User 4,2021-12-26 19:55:31,00:05:10,,Dynasty: Season 1: I Hardly Recognized You (Episode 1),,Safari MAC (Cadmium),00:05:17,00:05:17,GB (United Kingdom),tv
19383,User 4,2021-12-17 18:33:21,00:00:06,Autoplayed: user action: None; ,Secret City: Season 1 (Trailer),TRAILER,Safari MAC (Cadmium),00:00:06,00:00:06,GB (United Kingdom),tv
19384,User 4,2021-12-17 18:26:42,00:00:32,Autoplayed: user action: None; ,Clip 1: Russell Howard: Lubricant: Season 1,HOOK,Safari MAC (Cadmium),00:00:00,00:00:00,GB (United Kingdom),tv
19385,User 4,2021-12-17 17:54:52,00:24:15,,Humans: Season 1: Episode 2,,Safari MAC (Cadmium),00:24:59,00:24:59,GB (United Kingdom),tv
19386,User 4,2021-12-17 17:18:24,00:00:05,Autoplayed: user action: None; ,Humans: Season 1_hook_04_16x9,HOOK,Safari MAC (Cadmium),00:00:05,00:00:05,GB (United Kingdom),tv
19387,User 4,2021-12-17 16:59:53,00:42:28,,Humans: Season 1: Episode 1,,Safari MAC (Cadmium),00:44:51,00:44:51,GB (United Kingdom),tv
